id,category_name,activity_title,activity_id,longitude,latitude,date,image,comment,gender,age_range,disability,puntuacion
296,Entorno urbano,Banquetas y cruces peatonales (POTENCIALES) ⭐️⭐️,13,-101.682239530899,21.098397046915775,2023-12-08 01:10:19.725668+00:00,images/e824e24d-9d85-46c9-ac4d-c193275e8c6f.jpg,,MUJER,26_35,NINGUNA,
291,Entorno urbano,Banquetas y cruces peatonales (POTENCIALES) ⭐️⭐️,13,-101.682239530899,21.098397046915775,2023-12-08 01:10:19.725282+00:00,images/da3c1568-6c28-4682-87d5-d9657a07c0bb.jpg,,MUJER,26_35,NINGUNA,
280,Entorno urbano,Banquetas y cruces peatonales (POTENCIALES) ⭐️⭐️,13,-101.675954873968,21.098795398624237,2023-12-08 01:10:19.724455+00:00,images/1b664778-33ca-413a-88ba-2d4955be41fa.jpg,,MUJER,26_35,NINGUNA,
261,Entorno urbano,Banquetas y cruces peatonales (POTENCIALES) ⭐️⭐️,13,-101.6858903000086,21.100862375283,2023-12-08 01:08:55.262170+00:00,images/b546ef13-33b1-4ad1-843a-f9d717f34fef.jpg,esta muy angosta la banqueta ,MUJER,36_45,NINGUNA,
347,Entorno urbano,Ciclovías y biciestacionamientos (POTENCIALES) ⭐️⭐️,8,-101.68711769999696,21.09565027240888,2023-12-08 01:37:56.872829+00:00,images/e964ae4a-56e6-40ad-89b2-b10617174fc0.jpg,,HOMBRE,36_45,NINGUNA,
323,Entorno urbano,Ciclovías y biciestacionamientos (POTENCIALES) ⭐️⭐️,8,-101.67949824411934,21.09743792188071,2023-12-08 01:12:26.561327+00:00,,,HOMBRE,26_35,NINGUNA,
321,Entorno urbano,Ciclovías y biciestacionamientos (POTENCIALES) ⭐️⭐️,8,-101.68226767925344,21.09802052182099,2023-12-08 01:12:26.561192+00:00,,toda la calle desde Timoteo Lozano hasta torres Landa ,HOMBRE,26_35,NINGUNA,
319,Entorno urbano,Ciclovías y biciestacionamientos (POTENCIALES) ⭐️⭐️,8,-101.6820551031174,21.09865829827934,2023-12-08 01:12:26.560951+00:00,,,HOMBRE,26_35,NINGUNA,
312,Entorno urbano,Ciclovías y biciestacionamientos (POTENCIALES) ⭐️⭐️,8,-101.681972859493,21.10138823340941,2023-12-08 01:12:26.560286+00:00,,,HOMBRE,26_35,NINGUNA,
289,Entorno urbano,Ciclovías y biciestacionamientos (POTENCIALES) ⭐️⭐️,8,-101.682239530899,21.098397046915775,2023-12-08 01:10:19.725105+00:00,images/f6aaf6d2-d073-4f8c-9cf1-6ef63d441357.jpg,,MUJER,26_35,NINGUNA,
286,Entorno urbano,Ciclovías y biciestacionamientos (POTENCIALES) ⭐️⭐️,8,-101.682239530899,21.098397046915775,2023-12-08 01:10:19.724847+00:00,images/65af3345-8cfd-4491-9c47-6284bc2f5e60.jpg,,MUJER,26_35,NINGUNA,
281,Entorno urbano,Ciclovías y biciestacionamientos (POTENCIALES) ⭐️⭐️,8,-101.682239530899,21.098397046915775,2023-12-08 01:10:19.724532+00:00,images/30d87e2e-4fda-4e40-8b2c-4ef7f68ee027.jpg,,MUJER,26_35,NINGUNA,
721,Entorno urbano,Espacios públicos y áreas verdes,14,-101.68520708712498,21.101471916598317,2023-12-19 21:56:28.136627+00:00,images/4f3a3a2d-5871-4328-9caf-4d3b98f1e9a7.jpg,,HOMBRE,26_35,VISUAL,300.0
719,Entorno urbano,Espacios públicos y áreas verdes,14,-101.68119062544255,21.09907924214348,2023-12-19 21:56:28.136461+00:00,images/4f3a3a2d-5871-4328-9caf-4d3b98f1e9a7.jpg,,HOMBRE,26_35,VISUAL,300.0
715,Entorno urbano,Espacios públicos y áreas verdes,14,-101.68520708712498,21.101471916598317,2023-12-19 21:56:00.303229+00:00,images/a23fc021-e922-4d7f-9a4f-8947d8132585.jpg,,HOMBRE,26_35,VISUAL,300.0
713,Entorno urbano,Espacios públicos y áreas verdes,14,-101.68119062544255,21.09907924214348,2023-12-19 21:56:00.303040+00:00,images/a23fc021-e922-4d7f-9a4f-8947d8132585.jpg,,HOMBRE,26_35,VISUAL,300.0
345,Entorno urbano,Espacios públicos y áreas verdes,14,-101.68367779999868,21.098770672401365,2023-12-08 01:37:56.872655+00:00,images/3dbc4179-ac7f-4b1f-ac6d-76a7631b975e.jpg,área de ejercicio para gimnasia ,HOMBRE,36_45,NINGUNA,37.0
344,Entorno urbano,Espacios públicos y áreas verdes,14,-101.685957734485,21.095555296251742,2023-12-08 01:37:56.872567+00:00,,,HOMBRE,36_45,NINGUNA,47.0
337,Entorno urbano,Espacios públicos y áreas verdes,14,-101.68108069999856,21.099147141506684,2023-12-08 01:17:47.084100+00:00,,,MUJER,36_45,NINGUNA,75.0
329,Entorno urbano,Espacios públicos y áreas verdes,14,-101.68107829999356,21.099086941507977,2023-12-08 01:15:12.808077+00:00,,,MUJER,26_35,NINGUNA,83.0
309,Entorno urbano,Espacios públicos y áreas verdes,14,-101.68117632827936,21.09905084196929,2023-12-08 01:12:26.559910+00:00,,,HOMBRE,26_35,NINGUNA,83.0
299,Entorno urbano,Espacios públicos y áreas verdes,14,-101.68115259999944,21.099098495711715,2023-12-08 01:10:47.170487+00:00,,,HOMBRE,18_25,NINGUNA,94.0
279,Entorno urbano,Espacios públicos y áreas verdes,14,-101.675954873968,21.098795398624237,2023-12-08 01:10:19.724337+00:00,images/5dc017f7-3641-48f1-bde0-f3a47e02c7f7.jpg,,MUJER,26_35,NINGUNA,72.0
267,Entorno urbano,Espacios públicos y áreas verdes,14,-101.6810639807012,21.09910147846225,2023-12-08 01:09:41.207803+00:00,images/7db974f1-d17a-4393-a760-3f1350868ecf.jpg,,MUJER,26_35,NINGUNA,73.0
262,Entorno urbano,Espacios públicos y áreas verdes,14,-101.68110340000224,21.0991482131927,2023-12-08 01:09:09.315380+00:00,,,MUJER,56_65,NINGUNA,66.0
257,Entorno urbano,Espacios públicos y áreas verdes,14,-101.68099330000965,21.099166575306437,2023-12-08 01:08:55.261853+00:00,images/5a551d23-9767-4518-9ddb-bad75f62a1dd.jpg,,MUJER,36_45,NINGUNA,83.0
255,Entorno urbano,Espacios públicos y áreas verdes,14,-101.68473130000336,21.101175722012197,2023-12-08 01:08:20.031264+00:00,images/774077ea-921f-4051-8a05-8f41c0789f3f.jpg,,MUJER,46_55,NINGUNA,59.0
250,Entorno urbano,Espacios públicos y áreas verdes,14,-101.6811446916138,21.098897279772963,2023-12-08 01:08:20.030907+00:00,,instalación  de baño,MUJER,46_55,NINGUNA,83.0
243,Entorno urbano,Espacios públicos y áreas verdes,14,-101.6811309309128,21.099101441078677,2023-12-08 01:08:05.668413+00:00,images/377f1377-ed40-4ecf-b9a5-3b49e92b4439.jpg,,MUJER,46_55,NINGUNA,62.0
239,Entorno urbano,Espacios públicos y áreas verdes,14,-101.68513761436228,21.10129595031055,2023-12-08 01:07:14.966454+00:00,,poner unas sombras ,MUJER,46_55,NINGUNA,83.0
235,Entorno urbano,Espacios públicos y áreas verdes,14,-101.68132040000052,21.09902837615887,2023-12-08 01:07:14.966013+00:00,,,MUJER,46_55,NINGUNA,78.0
222,Entorno urbano,Espacios públicos y áreas verdes,14,-101.68124221733903,21.09865885946507,2023-12-08 01:07:09.369780+00:00,,,MUJER,26_35,NINGUNA,81.0
348,Riesgo de desastres,Espacios de contingencia frente a catástrofes,35,13.369691673875792,52.546628651206206,2023-12-08 14:59:56.661469+00:00,,,MUJER,36_45,NINGUNA,
308,Riesgo de desastres,Espacios de contingencia frente a catástrofes,35,-101.68636726285295,21.10250448250289,2023-12-08 01:10:47.171109+00:00,,,HOMBRE,18_25,NINGUNA,
306,Riesgo de desastres,Espacios de contingencia frente a catástrofes,35,-101.67962769358653,21.098845387493554,2023-12-08 01:10:47.170984+00:00,,,HOMBRE,18_25,NINGUNA,
276,Riesgo de desastres,Espacios de contingencia frente a catástrofes,35,-101.68105651012108,21.0990791915416,2023-12-08 01:09:41.208696+00:00,images/6209ad90-a772-4638-b7e1-48103db5b925.jpg,se propone para espacio seguro,MUJER,26_35,NINGUNA,
